,Ala,Asc,Asp,Cr,GABA,GPC,GSH,Glc,Gln,Glu,Ins,Lac,NAA,NAAG,PCho,PCr,PE,Scyllo,Tau,mm,gamma_0,gamma_1,sigma_0,sigma_1,eps_0,eps_1,Phi0,Phi1,B_real_0,B_imag_0,B_real_1,B_imag_1,B_real_2,B_imag_2,Cr+PCr,Glu+Gln,GPC+PCho,Glc+Tau,NAA+NAAG,SNR,noise_sd,noise_var
0,0.017342767140310654,0.16226099862704638,0.0,0.19916382118302456,0.10777553812096344,0.02978434372916553,0.08180981029515337,0.019782580285896474,0.0,0.3721555755417236,0.34132764946852995,0.035206727783779104,0.7951774030624499,0.0,0.021730524066937585,0.2588540485015413,0.0,0.021602497965866968,0.11555883927964325,0.3087946731968405,26.11383976703881,0.0,9.82819753090352,4.997859968933217,-1.1941502087398628,15.843227179452906,-0.07396934904965373,-2.0998063388999705e-05,-0.20326519285465589,-0.33220540323264447,-0.5511983573791432,-0.4630300977626516,-0.2599259953788571,1.1942468574421201,0.45801786968456587,0.3721555755417236,0.05151486779610312,0.13534141956553972,0.7951774030624499,97.6741991524193,0.25566814430253904,0.06536620001110394
1,0.0007123587471692744,0.1861949912218963,0.09134027609313425,0.21308054149182118,0.06421955554876393,0.030184627942972803,0.10731461123675373,0.033874108131093456,0.0,0.3992423071786802,0.3569795354617272,0.06898834213541327,0.6918788373292578,0.00694479131917236,0.03310090394807684,0.25737899101431544,0.025553001980180647,0.014482521105240384,0.0979335619297155,0.2997444286829876,24.681238558392447,0.0,6.931203721053093,0.0006569409182253239,-2.7663134134260723,11.343822622289142,-0.1091793000730637,-0.00013474239518992693,-0.2907176918029138,-0.2656696858954588,-0.6377314899001992,-0.4552370063449469,-0.10514181995014929,1.177835350482347,0.4704595325061366,0.3992423071786802,0.06328553189104964,0.13180767006080896,0.6988236286484302,82.29400899501921,0.31945947324007,0.102054355042823
2,0.024063021643264744,0.18580598924157138,0.14416367250006035,0.20790474827012773,0.13509603866061815,0.028314392434961862,0.10801358582687862,0.012966756952344935,0.02856671958590127,0.39068588908380075,0.3784104957704125,0.06359254493947672,0.7263123498446384,0.012946319155840037,0.03791859694018807,0.2628998333388139,0.03307728742357505,0.018271255611391604,0.1274294047540628,0.27805401436348626,23.720184781381448,0.0,8.94276537927919,9.457110327088447,-1.1531568124956506,1.3683447678077365,-0.04295151653526112,-0.00018273660830099448,-0.46831356808067337,-0.1360381468616063,-0.538319132745041,-0.26831672380910393,0.19839809756425386,1.2674908136257632,0.4708045816089416,0.41925260866970204,0.06623298937514993,0.14039616170640773,0.7392586690004784,96.47347947775515,0.24710317277027394,0.06105997799313585
3,0.008923915304749785,0.1490649765833526,0.09296788872571489,0.19921678711454768,0.10829316632786412,0.03159583315857146,0.09177861681864619,0.02710132197818251,0.0,0.36245406873961267,0.3671252401411079,0.040679667502579064,0.7113168162609936,0.024029183170568753,0.030363169748586327,0.24395434925720633,0.01412238203150978,0.013465901587377739,0.10724750508189093,0.30467183769331185,19.921109150452157,0.0,10.696859085659435,0.0,0.7136936953418047,11.33551743848463,-0.14648716113366372,-0.00028127569484086046,-0.4544605180440669,-0.24793761511414497,-0.668801168093685,-0.4638954746832492,0.03665614315843127,1.0613682152473174,0.443171136371754,0.36245406873961267,0.061959002907157786,0.13434882706007345,0.7353459994315624,134.686639472144,0.1905295539401737,0.03630151092464157
4,0.02210173080221829,0.17631013741725132,0.10413720858748535,0.22143848364527868,0.12057436894238163,0.03691889154516564,0.11320632094813349,0.0,0.072522626791627,0.41541279914373946,0.39528964101597536,0.017019215065052166,0.7357924464214007,0.0,0.03536454903761092,0.28219831131235307,0.035852828838968745,0.02222468870196093,0.12062062173827715,0.3217110390497608,26.802054793286782,0.0,10.99095784494385,24.559973803744157,9.137033135584609,22.70116699008263,-0.2558659835784588,-0.0002084052161287927,-0.5281630495862331,-0.27995656050506673,-0.6554415835217112,-0.36923643301448167,-0.24154502376292647,1.4118391709515652,0.5036367949576317,0.4879354259353665,0.07228344058277655,0.12062062173827715,0.7357924464214007,61.1795819571098,0.37451139936973205,0.14025878825787494
5,0.0,0.1612795300127371,0.022899313623131894,0.2001011607066432,0.15692232979277732,0.024802285766678263,0.06775762011181871,0.0,0.0,0.32971014012509625,0.3557596165861815,0.008324606024786473,0.7226079603382874,0.026262737685838512,0.028568237405434398,0.242227974478034,0.02177428020229958,0.020696611266038906,0.10764337936514286,0.3412138453997282,20.22685546662835,0.0,13.310698716947043,18.630223658079963,-3.399794868628361,11.76774253761001,-0.013835950712648905,-0.00019630222491618198,-0.4294385291958048,-0.26647074529603837,-0.6614811286880917,-0.2959073695162329,0.09821158102917739,1.1062038802811822,0.4423291351846772,0.32971014012509625,0.05337052317211266,0.10764337936514286,0.748870698024126,69.51559106430842,0.34258725479212293,0.11736602714600294
6,0.0,0.18353724379655006,0.15236656011338603,0.21980442247942128,0.1850330721271659,0.03380725958760723,0.09174586873706356,0.022383841260395793,0.0,0.31579499417994433,0.3860454199322543,0.044636162205349356,0.7198410423280971,0.01874599826549407,0.030312806134425812,0.2053288447854933,0.009611813870641802,0.022005784204500556,0.11199885730481082,0.3292398180077159,23.04736992010287,0.0,11.564077404367309,0.0,-1.361161383387425,4.398101599402441,-0.01521243339574312,-6.293452614220205e-05,-0.45290178567029793,-0.35521062499055134,-0.5226128544274697,-0.29311784710903666,0.26850199467878444,1.254804616998813,0.42513326726491457,0.31579499417994433,0.06412006572203305,0.13438269856520663,0.7385870405935911,962.0202131942083,0.3828443026115745,0.1465697600421428
7,0.0,0.18225511039853953,0.1582686036771888,0.22755015674893356,0.09784390109060853,0.028652480127209164,0.09671469443960817,0.0198437288208402,0.0,0.3704202854905035,0.34231629394136104,0.020644769147684306,0.6883874282763874,0.01830731561983924,0.038934435914827446,0.2406992051668421,0.015822957187094755,0.01043506929680295,0.10633529924634715,0.2858852385192874,22.44348033900223,0.0,7.870972986516202,12.771171071506854,8.499213709615898,17.774641475134683,-0.2744357307129302,-0.00015803875887378683,-0.33870623227472774,-0.26403378423149604,-0.3984159577919035,-0.3763737331284286,-0.051866423130398354,1.1494694356046717,0.46824936191577565,0.3704202854905035,0.06758691604203661,0.12617902806718734,0.7066947438962267,63.31545260227116,0.40402357069890193,0.16323504568029062
8,0.0,0.15290174799323614,0.18294535125154127,0.18201709740493463,0.06805627803862527,0.020151615642044353,0.10535007010122101,0.02078890374993763,0.0,0.36698317296479005,0.34511848784133575,0.0034392653300793735,0.7444839990353872,0.0,0.03285680283559733,0.27277761630409547,0.0,0.026592728300721263,0.12326220340155246,0.315862987110235,25.01752875867044,0.0,7.417816544657207e-05,5.643828906075427e-10,-1.9429896283964165,1.1639287829979041,0.006065158166906473,-0.0002880076391916518,-0.5485562348295687,-0.19218686485100167,-0.6017434190231705,-0.25877439893237064,0.1860593850451739,1.2224370430310971,0.45479471370903013,0.36698317296479005,0.053008418477641685,0.14405110715149008,0.7444839990353872,70.5129266712225,0.41888072547832134,0.1754610621772448
9,0.0,0.19195323560276814,0.10527647952658019,0.21985783613801385,0.15253078502649509,0.03156695023001382,0.09986337174670404,0.0,0.04642014567908066,0.3784429704240912,0.37267486427369695,0.034105515958314694,0.7164777210906775,0.01438670263080874,0.025981489602566857,0.2462487279072831,0.004080065541127144,0.028049354170569318,0.13090987005109536,0.3115232239735639,22.548782390238966,0.0,10.680770170870648,1.3086389400963867,-0.5692498390210754,-7.065023525299142,-0.11377805463985571,-0.00027252623472976464,-0.5776528625817468,-0.14323553990517943,-0.5842568356279922,-0.39101020495099253,0.2039660114073762,1.1158735934317563,0.46610656404529693,0.42486311610317185,0.05754843983258068,0.13090987005109536,0.7308644237214863,77.98370451780862,0.3004421552382965,0.09026548864423263
10,0.046239177179363065,0.1959440747515928,0.17383003184481371,0.2206747616099495,0.1225065093465482,0.022835718272223145,0.11736185734524171,0.0,0.024066524013996504,0.3902281145964387,0.41857512830992777,0.043384537801902094,0.7411839926852707,0.024665369256660234,0.03396933354786415,0.2774286876121036,0.006584284671804164,0.011299236140181187,0.12839041422419842,0.290103031225778,23.963461643559654,0.0,11.557070637894839,0.0,7.50346898216743,-0.037541815942565226,-0.4341055966536795,-0.0003225950904303989,-0.5091826021639587,-0.4773164482041233,-0.621682688765791,-0.5479067784606669,-0.19806100815299232,1.312203471099047,0.4981034492220531,0.4142946386104352,0.05680505182008729,0.12839041422419842,0.7658493619419309,77.3347801321014,0.3074541586849468,0.09452805969266843
11,0.01363177520571348,0.16266996766338457,0.07015960897523398,0.22612619534756073,0.06315264296182628,0.02768244071279724,0.08944510045835072,0.0,0.005499247947792586,0.3566213459729248,0.34112515835506635,0.006490997620697834,0.6815707127244987,0.013237526650621372,0.032747445881720585,0.23072614982642015,0.03543101392916723,0.013316903656339196,0.13603272070069167,0.30537685048996827,20.350352496089535,0.0,7.965313912346604,4.276820100221197,0.6355933094550728,8.496081708392177,-0.20220758438939238,-0.00013699937675313494,-0.27313368947334005,-0.2855005700303109,-0.53819653162107,-0.47783695973166157,-0.21517877877801903,1.0026074499187294,0.4568523451739809,0.3621205939207174,0.060429886594517826,0.13603272070069167,0.69480823937512,88.3643549398574,0.3052085140139769,0.09315223702661993
12,0.04208300151892158,0.1960195108634648,0.08753679070162147,0.26304441802754924,0.1520278526523723,0.034427314149434646,0.09392062272271413,0.030847218794763057,0.0,0.35043077497327785,0.3061789035649981,0.11207458569326467,0.829567526127338,0.0,0.03537909767651616,0.2256924329960599,0.02425968200158647,0.014233676635537188,0.10103944885608536,0.31882176082276015,35.43517618994741,0.0,3.451017162335609,26.90660979096846,4.818966597210991,6.4799442136051155,-0.1967435524525176,-0.00012360111630032973,-0.43302644412879776,-0.4473870332021455,-0.6307482864912429,-0.38482441557538716,-0.043924370008944835,1.3894408957646567,0.48873685102360914,0.35043077497327785,0.0698064118259508,0.13188666765084842,0.829567526127338,58.100690469278774,0.4080333923803,0.16649124929737588
13,0.0,0.1993281137917517,0.1473485142912668,0.21964832251828414,0.11777466512725764,0.027886988363564007,0.10758723004127557,0.01212280119361609,0.006709071935897077,0.36392912087567414,0.3618679309548669,0.04305258772391028,0.6695802150779309,0.01678845861463251,0.03746876948703817,0.25940596538012706,0.033506234514440826,0.022659526141516916,0.11320339008286652,0.31751879792663146,23.511678354003603,0.0,9.251692186466311,10.53455303650216,3.261778284646251,6.6269831913183435,-0.1105017646505184,-0.00012479691937234162,-0.4176175319008342,-0.3125009037840018,-0.5890015549073887,-0.3126701754169757,0.0952709233134745,1.300810366127782,0.4790542878984112,0.37063819281157123,0.06535575785060219,0.12532619127648262,0.6863686736925634,66.08224937696464,0.34150307570162136,0.11662435071366732
14,0.0,0.18463072798359192,0.10443675196031271,0.23143486120069057,0.0948269239060611,0.03103662174446198,0.07650049883040326,0.02109666651042889,0.0,0.31902116000111336,0.34972232493434885,0.0334289654483975,0.6635128206702756,0.018143976616931037,0.032946053856772836,0.2304054024125212,0.021525069402929725,0.03178435368384786,0.08971529254077729,0.2760769074801374,20.531674325968744,0.0,5.771920977307237,8.716580412314869,3.0334137083957744,11.690384144237543,-0.17375037106367225,-0.00016865170778251014,-0.3108881472941249,-0.22635787468725457,-0.4757045194084285,-0.4238042158399736,0.04928428956700365,1.0082834441862933,0.46184026361321173,0.31902116000111336,0.06398267560123481,0.11081195905120618,0.6816567972872066,83.775719643074,0.36471593671970076,0.13301771449732877
15,0.002845346057012933,0.21735217944148524,0.07214504152661701,0.2550177882674571,0.08190408712114997,0.025919527951380375,0.09769635454181745,0.014114674998036383,0.0,0.3760653406733049,0.4006992944941949,0.06936372343036097,0.7631997046739871,0.018493168474932264,0.035212616984237805,0.2224246487290857,0.028847056854074155,0.027863081523201286,0.10945197055308373,0.3270829331988432,30.31090794164067,0.0,11.930666475588952,3.6785225190491886,3.4597413457920623,1.310197491925855,-0.1467728850646695,-5.9661121895252054e-05,-0.40557828744614577,-0.26615261292355863,-0.5234360104717123,-0.27777603946414675,-0.0028194771848852884,1.3535454162279255,0.47744243699654276,0.3760653406733049,0.06113214493561818,0.12356664555112011,0.7816928731489194,59.74856251130603,0.3495076346246964,0.12215558666095028
16,0.0,0.12896909733150913,0.0010742020278775083,0.24116982700923942,0.10007981724238812,0.028145113859529204,0.0799199240356258,0.01629171276086588,0.010217820900531596,0.3780850787746511,0.306684929590921,0.03764390491229801,0.7236451012708321,0.024501520487539695,0.02654560360288701,0.1956164146504623,0.026651029932250145,0.00805972666295876,0.07519209775195435,0.24636932065454561,26.281964384180387,0.0,7.6913250817805,29.51852979632449,9.89251734775068,28.819212519018627,-0.22365312131940676,-0.00011797962593679224,-0.10686041939297061,-0.11525967842644763,-0.20074725596848259,-0.3439633333849422,-0.23262520417614516,1.0331553895884962,0.4367862416597017,0.38830289967518267,0.054690717462416216,0.09148381051282023,0.7481466217583719,30.819557827506532,0.7444690484065705,0.5542341640353845
17,0.006220579541900032,0.18125840641555024,0.1435951655253211,0.228030153554832,0.07780941584862504,0.017021311762814562,0.10315398687732175,0.0,0.002309930036182406,0.40175553646137135,0.43360847425964777,0.025381503925118978,0.7288630221222675,0.014956179767294589,0.04288833329291894,0.26167082641265993,0.0,0.026862687058139247,0.1274287427454203,0.3136477017673239,24.358153914653304,0.0,7.870000569026593,0.10741197116507095,5.948760015672521,8.94241661273189,-0.28769243982382287,-0.0002697335123473542,-0.4841834519224156,-0.3928838286973826,-0.6552593352730635,-0.5176155328162455,-0.1546817034940594,1.2581162745333756,0.48970097996749196,0.40406546649755376,0.0599096450557335,0.1274287427454203,0.7438192018895621,118.86349738863638,0.20403500437083313,0.04163028300860589
18,0.03192249124068765,0.1873911317399602,0.09604880945000449,0.216625679814064,0.2143134978026748,0.038054172739214714,0.0875529639410432,0.016028138425108276,0.032529723614175776,0.3582830563277796,0.3356196761364687,0.0562109679659962,0.7592986454150854,0.015598865415343749,0.03148494610547976,0.23513082707435098,0.009810910786035049,0.033729280632661236,0.1315270908823325,0.33182697312906584,27.08231791219951,0.0,12.57099111096354,24.542077646112382,18.91768484639903,14.899759564420428,-0.41916933682554885,-0.0001216264591701152,-0.44140217440647084,-0.37144995291353256,-0.43069425831642894,-0.3472357983527232,-0.23089987647862842,1.2604634272801984,0.45175650688841495,0.3908127799419554,0.06953911884469446,0.14755522930744078,0.7748975108304291,49.72188639770072,0.4116517028608738,0.16945712446825717
19,0.0,0.16724233725426674,0.22498253933859227,0.21672846897991177,0.10954809312532456,0.016249094953898237,0.0893130532293628,0.0,0.013080894635501543,0.40552500528911894,0.362108185851578,0.004380536927405292,0.6412046529997837,0.015861465290715162,0.046447319720334834,0.25318347113652984,0.0,0.015857683715029266,0.1015982013729397,0.32580591404410414,19.62838784357626,0.0,9.870677824768917,5.674456401573312,-1.119090161401969,-4.621984253414424,-0.08324400027951696,-0.0003315919953141812,-0.6493395545273752,-0.04034813946788357,-0.4193321087302431,-0.2567773531433422,0.5378339937756683,0.93575795841885,0.4699119401164416,0.4186058999246205,0.06269641467423306,0.1015982013729397,0.6570661182904989,56.06574090874753,0.4556005466015872,0.20757185806366504
20,0.004070114624656318,0.18633616057030797,0.1734506873610533,0.21272692055910608,0.08093827814444168,0.042672396281736996,0.10546980797323909,0.0,0.0,0.43261685890531454,0.37039234658669273,0.08899051223672093,0.732405659749313,0.00690252980651211,0.032276393865748224,0.2945068066257316,0.008344462544318868,0.017119642617605665,0.12977836111864732,0.28725705991225836,28.422077878349874,0.0,6.839599686581209,13.189431579915338,6.438330577340066,14.946274746759611,-0.0406149754911725,-0.0001847300162096285,-0.4579939110330721,-0.3924198679249095,-0.8284552105893667,-0.3064041469873604,0.14866685163871682,1.568050910986183,0.5072337271848377,0.43261685890531454,0.07494879014748522,0.12977836111864732,0.7393081895558251,53.34452390770732,0.39440658504279746,0.15555655432512144
